"","source","tdiff","time.rel","cth","cth.me","cth.25","cth.75","lwp","lwp.me","lwp.25","lwp.75"
"1","KAZR (Kollias)",0,0,3657.25854829034,3850,3580,4060,117.163512355644,36.9364700317383,4.08178091049194,130.118255615234
