"","cc","cth","cth.25","cth.75","ctt","ctt.25","ctt.75","cod","cod.25","cod.75","iwp","iwp.25","iwp.75","lat","lon","tdiff","time.rel","sat"
"1",1,1.03691784682728,0.77127605676651,1.07065773010254,-25.1699654008976,-25.8551692962646,-23.4064788818359,2.16260833039368,0.296472299844027,3.22844517230988,32.5041454601288,7.04994201660156,16.6604332923889,78.7482,6.33948333333333,-3,-16.5166666666667,"CALIOP"
