"","time","lwp","cth","trel"
"5936",23740,31.852710723877,3400,-11.4055555555556
"5937",23744,31.852710723877,3400,-11.4044444444444
"5938",23748,31.852710723877,3370,-11.4033333333333
"5939",23752,27.4196128845215,3370,-11.4022222222222
"5940",23756,27.4196128845215,3340,-11.4011111111111
"5941",23760,27.4196128845215,3280,-11.4
"5942",23764,27.4196128845215,3220,-11.3988888888889
"5943",23768,27.4196128845215,3160,-11.3977777777778
"5944",23772,5.07966470718384,3100,-11.3966666666667
"5945",23776,5.07966470718384,3040,-11.3955555555556
"5946",23780,5.07966470718384,2980,-11.3944444444444
"5947",23784,5.07966470718384,2950,-11.3933333333333
"5948",23788,5.07966470718384,3220,-11.3922222222222
"5949",23792,NA,3250,-11.3911111111111
"5950",23796,NA,3280,-11.39
"5951",23800,NA,3280,-11.3888888888889
"5952",23804,NA,3310,-11.3877777777778
"5953",23808,NA,3310,-11.3866666666667
"5954",23812,NA,3310,-11.3855555555556
"5955",23816,NA,3310,-11.3844444444444
"5956",23820,NA,3340,-11.3833333333333
"5957",23824,NA,3370,-11.3822222222222
"5958",23828,NA,3550,-11.3811111111111
"5959",23832,NA,3580,-11.38
"5960",23836,NA,3610,-11.3788888888889
"5961",23840,NA,3610,-11.3777777777778
"5962",23844,NA,3610,-11.3766666666667
"5963",23848,NA,3610,-11.3755555555556
"5964",23852,NA,3610,-11.3744444444444
"5965",23856,NA,3640,-11.3733333333333
"5966",23860,NA,3640,-11.3722222222222
"5967",23864,NA,3640,-11.3711111111111
"5968",23868,NA,3670,-11.37
"5969",23872,NA,3670,-11.3688888888889
"5970",23876,NA,3670,-11.3677777777778
"5971",23880,NA,3670,-11.3666666666667
"5972",23884,NA,3670,-11.3655555555556
"5973",23888,NA,3670,-11.3644444444444
"5974",23892,NA,3700,-11.3633333333333
"5975",23896,NA,3700,-11.3622222222222
"5976",23900,NA,3700,-11.3611111111111
"5977",23904,NA,3700,-11.36
"5978",23908,NA,3700,-11.3588888888889
"5979",23912,NA,3700,-11.3577777777778
"5980",23916,NA,3700,-11.3566666666667
"5981",23920,NA,3700,-11.3555555555556
"5982",23924,NA,3700,-11.3544444444444
"5983",23928,NA,3700,-11.3533333333333
"5984",23932,NA,3700,-11.3522222222222
"5985",23936,NA,3700,-11.3511111111111
"5986",23940,NA,3700,-11.35
"5987",23944,NA,3700,-11.3488888888889
"5988",23948,NA,3700,-11.3477777777778
"5989",23952,NA,3700,-11.3466666666667
"5990",23956,NA,3700,-11.3455555555556
"5991",23960,NA,3700,-11.3444444444444
"5992",23964,NA,3700,-11.3433333333333
"5993",23968,NA,3700,-11.3422222222222
"5994",23972,NA,3700,-11.3411111111111
"5995",23976,NA,3670,-11.34
"5996",23980,NA,3670,-11.3388888888889
"5997",23984,NA,3670,-11.3377777777778
"5998",23988,NA,3670,-11.3366666666667
"5999",23992,11.3640670776367,3670,-11.3355555555556
"6000",23996,11.3640670776367,3670,-11.3344444444444
"6001",24000,11.3640670776367,3640,-11.3333333333333
"6002",24004,11.3640670776367,3610,-11.3322222222222
"6003",24008,11.3640670776367,3400,-11.3311111111111
"6004",24012,16.6475601196289,3370,-11.33
"6005",24016,16.6475601196289,3340,-11.3288888888889
"6006",24020,16.6475601196289,3370,-11.3277777777778
"6007",24024,16.6475601196289,3370,-11.3266666666667
"6008",24028,16.6475601196289,3370,-11.3255555555556
"6009",24032,15.2029218673706,3370,-11.3244444444444
"6010",24036,15.2029218673706,3370,-11.3233333333333
"6011",24040,15.2029218673706,3370,-11.3222222222222
"6012",24044,15.2029218673706,3370,-11.3211111111111
"6013",24048,15.2029218673706,3370,-11.32
"6014",24052,7.72582197189331,3370,-11.3188888888889
"6015",24056,7.72582197189331,3370,-11.3177777777778
"6016",24060,7.72582197189331,3370,-11.3166666666667
"6017",24064,7.72582197189331,3400,-11.3155555555556
"6018",24068,7.72582197189331,3430,-11.3144444444444
"6019",24072,24.9899864196777,3430,-11.3133333333333
"6020",24076,24.9899864196777,3460,-11.3122222222222
"6021",24080,24.9899864196777,3460,-11.3111111111111
"6022",24084,24.9899864196777,3460,-11.31
"6023",24088,24.9899864196777,3460,-11.3088888888889
"6024",24092,15.7534351348877,3460,-11.3077777777778
"6025",24096,15.7534351348877,3460,-11.3066666666667
"6026",24100,15.7534351348877,3460,-11.3055555555556
"6027",24104,15.7534351348877,3490,-11.3044444444444
"6028",24108,15.7534351348877,3490,-11.3033333333333
"6029",24112,NA,3490,-11.3022222222222
"6030",24116,NA,3490,-11.3011111111111
"6031",24120,NA,3490,-11.3
"6032",24124,NA,3460,-11.2988888888889
"6033",24128,NA,3460,-11.2977777777778
"6034",24132,NA,3460,-11.2966666666667
"6035",24136,NA,3460,-11.2955555555556
"6036",24140,NA,3460,-11.2944444444444
"6037",24144,NA,3460,-11.2933333333333
"6038",24148,NA,3460,-11.2922222222222
"6039",24152,NA,3460,-11.2911111111111
"6040",24156,NA,3460,-11.29
"6041",24160,NA,3460,-11.2888888888889
"6042",24164,NA,3460,-11.2877777777778
"6043",24168,NA,3460,-11.2866666666667
"6044",24172,NA,3460,-11.2855555555556
"6045",24176,NA,3460,-11.2844444444444
"6046",24180,NA,3460,-11.2833333333333
"6047",24184,NA,3460,-11.2822222222222
"6048",24188,NA,3460,-11.2811111111111
"6049",24192,NA,3460,-11.28
"6050",24196,NA,3460,-11.2788888888889
"6051",24200,NA,3460,-11.2777777777778
"6052",24204,NA,3460,-11.2766666666667
"6053",24208,NA,3460,-11.2755555555556
"6054",24212,NA,3460,-11.2744444444444
"6055",24216,NA,3430,-11.2733333333333
"6056",24220,NA,3430,-11.2722222222222
"6057",24224,NA,3430,-11.2711111111111
"6058",24228,NA,3430,-11.27
"6059",24232,NA,3430,-11.2688888888889
"6060",24236,NA,3430,-11.2677777777778
"6061",24240,NA,3430,-11.2666666666667
"6062",24244,NA,3430,-11.2655555555556
"6063",24248,NA,3430,-11.2644444444444
"6064",24252,NA,3430,-11.2633333333333
"6065",24256,NA,3430,-11.2622222222222
"6066",24260,NA,3430,-11.2611111111111
"6067",24264,NA,3430,-11.26
"6068",24268,NA,3430,-11.2588888888889
"6069",24272,NA,3430,-11.2577777777778
"6070",24276,NA,3400,-11.2566666666667
"6071",24280,NA,3400,-11.2555555555556
"6072",24284,NA,3400,-11.2544444444444
"6073",24288,NA,3400,-11.2533333333333
"6074",24292,NA,3400,-11.2522222222222
"6075",24296,NA,3400,-11.2511111111111
"6076",24300,NA,3400,-11.25
"6077",24304,NA,3370,-11.2488888888889
"6078",24308,NA,3370,-11.2477777777778
"6079",24312,NA,3370,-11.2466666666667
"6080",24316,NA,3370,-11.2455555555556
"6081",24320,NA,3370,-11.2444444444444
"6082",24324,NA,3370,-11.2433333333333
"6083",24328,NA,3370,-11.2422222222222
"6084",24332,NA,3370,-11.2411111111111
"6085",24336,NA,3340,-11.24
"6086",24340,NA,3340,-11.2388888888889
"6087",24344,NA,3340,-11.2377777777778
"6088",24348,NA,3340,-11.2366666666667
"6089",24352,NA,3340,-11.2355555555556
"6090",24356,NA,3340,-11.2344444444444
"6091",24360,NA,3340,-11.2333333333333
"6092",24364,NA,3310,-11.2322222222222
"6093",24368,NA,3310,-11.2311111111111
"6094",24372,NA,3310,-11.23
"6095",24376,NA,3310,-11.2288888888889
"6096",24380,NA,3310,-11.2277777777778
"6097",24384,NA,3310,-11.2266666666667
"6098",24388,NA,3310,-11.2255555555556
"6099",24392,NA,3310,-11.2244444444444
"6100",24396,NA,3280,-11.2233333333333
"6101",24400,NA,3280,-11.2222222222222
"6102",24404,NA,3280,-11.2211111111111
"6103",24408,NA,3280,-11.22
"6104",24412,NA,3280,-11.2188888888889
"6105",24416,NA,3280,-11.2177777777778
"6106",24420,NA,3280,-11.2166666666667
"6107",24424,NA,3250,-11.2155555555556
"6108",24428,NA,3250,-11.2144444444444
"6109",24432,NA,3250,-11.2133333333333
"6110",24436,NA,3250,-11.2122222222222
"6111",24440,NA,3250,-11.2111111111111
"6112",24444,NA,3250,-11.21
"6113",24448,NA,3250,-11.2088888888889
"6114",24452,NA,3250,-11.2077777777778
"6115",24456,NA,3220,-11.2066666666667
"6116",24460,NA,3220,-11.2055555555556
"6117",24464,NA,3220,-11.2044444444444
"6118",24468,NA,3220,-11.2033333333333
"6119",24472,NA,3220,-11.2022222222222
"6120",24476,NA,3220,-11.2011111111111
"6121",24480,NA,3190,-11.2
"6122",24484,NA,3160,-11.1988888888889
"6123",24488,NA,NA,-11.1977777777778
"6124",24492,NA,NA,-11.1966666666667
"6125",24496,NA,NA,-11.1955555555556
"6126",24500,NA,NA,-11.1944444444444
"6127",24504,NA,NA,-11.1933333333333
"6128",24508,NA,NA,-11.1922222222222
"6129",24512,NA,NA,-11.1911111111111
"6130",24516,NA,NA,-11.19
"6131",24520,NA,NA,-11.1888888888889
"6132",24524,NA,NA,-11.1877777777778
"6133",24528,NA,NA,-11.1866666666667
"6134",24532,NA,NA,-11.1855555555556
"6135",24536,NA,NA,-11.1844444444444
"6136",24540,NA,NA,-11.1833333333333
"6137",24544,NA,NA,-11.1822222222222
"6138",24548,NA,NA,-11.1811111111111
"6139",24552,NA,NA,-11.18
"6140",24556,NA,NA,-11.1788888888889
"6141",24560,NA,NA,-11.1777777777778
"6142",24564,NA,NA,-11.1766666666667
"6143",24568,NA,NA,-11.1755555555556
"6144",24572,NA,NA,-11.1744444444444
"6145",24576,NA,NA,-11.1733333333333
"6146",24580,NA,NA,-11.1722222222222
"6147",24584,NA,NA,-11.1711111111111
"6148",24588,NA,NA,-11.17
"6149",24592,NA,NA,-11.1688888888889
"6150",24596,NA,NA,-11.1677777777778
"6151",24600,NA,NA,-11.1666666666667
"6152",24604,NA,NA,-11.1655555555556
"6153",24608,NA,NA,-11.1644444444444
"6154",24612,NA,NA,-11.1633333333333
"6155",24616,NA,NA,-11.1622222222222
"6156",24620,NA,NA,-11.1611111111111
"6157",24624,NA,NA,-11.16
"6158",24628,NA,NA,-11.1588888888889
"6159",24632,NA,NA,-11.1577777777778
"6160",24636,NA,NA,-11.1566666666667
"6161",24640,NA,NA,-11.1555555555556
"6162",24644,NA,NA,-11.1544444444444
"6163",24648,NA,NA,-11.1533333333333
"6164",24652,NA,NA,-11.1522222222222
"6165",24656,NA,NA,-11.1511111111111
"6166",24660,NA,NA,-11.15
"6167",24664,NA,NA,-11.1488888888889
"6168",24668,NA,NA,-11.1477777777778
"6169",24672,NA,NA,-11.1466666666667
"6170",24676,NA,NA,-11.1455555555556
"6171",24680,NA,NA,-11.1444444444444
"6172",24684,NA,NA,-11.1433333333333
"6173",24688,NA,NA,-11.1422222222222
"6174",24692,NA,NA,-11.1411111111111
"6175",24696,NA,NA,-11.14
"6176",24700,NA,NA,-11.1388888888889
"6177",24704,NA,NA,-11.1377777777778
"6178",24708,NA,NA,-11.1366666666667
"6179",24712,NA,NA,-11.1355555555556
"6180",24716,NA,NA,-11.1344444444444
"6181",24720,NA,NA,-11.1333333333333
"6182",24724,NA,NA,-11.1322222222222
"6183",24728,NA,NA,-11.1311111111111
"6184",24732,NA,NA,-11.13
"6185",24736,NA,NA,-11.1288888888889
"6186",24740,NA,NA,-11.1277777777778
"6187",24744,NA,NA,-11.1266666666667
"6188",24748,NA,NA,-11.1255555555556
"6189",24752,NA,NA,-11.1244444444444
"6190",24756,NA,NA,-11.1233333333333
"6191",24760,NA,NA,-11.1222222222222
"6192",24764,NA,NA,-11.1211111111111
"6193",24768,NA,NA,-11.12
"6194",24772,NA,NA,-11.1188888888889
"6195",24776,NA,NA,-11.1177777777778
"6196",24780,NA,NA,-11.1166666666667
"6197",24784,NA,NA,-11.1155555555556
"6198",24788,NA,NA,-11.1144444444444
"6199",24792,NA,NA,-11.1133333333333
"6200",24796,NA,NA,-11.1122222222222
"6201",24800,NA,NA,-11.1111111111111
"6202",24804,NA,NA,-11.11
"6203",24808,NA,NA,-11.1088888888889
"6204",24812,NA,NA,-11.1077777777778
"6205",24816,NA,NA,-11.1066666666667
"6206",24820,NA,NA,-11.1055555555556
"6207",24824,NA,NA,-11.1044444444444
"6208",24828,NA,NA,-11.1033333333333
"6209",24832,NA,NA,-11.1022222222222
"6210",24836,NA,NA,-11.1011111111111
"6211",24840,NA,NA,-11.1
"6212",24844,NA,NA,-11.0988888888889
"6213",24848,NA,NA,-11.0977777777778
"6214",24852,NA,NA,-11.0966666666667
"6215",24856,NA,NA,-11.0955555555556
"6216",24860,NA,NA,-11.0944444444444
"6217",24864,NA,NA,-11.0933333333333
"6218",24868,NA,NA,-11.0922222222222
"6219",24872,NA,NA,-11.0911111111111
"6220",24876,NA,NA,-11.09
"6221",24880,NA,NA,-11.0888888888889
"6222",24884,NA,NA,-11.0877777777778
"6223",24888,NA,NA,-11.0866666666667
"6224",24892,NA,NA,-11.0855555555556
"6225",24896,NA,NA,-11.0844444444444
"6226",24900,NA,NA,-11.0833333333333
"6227",24904,NA,NA,-11.0822222222222
"6228",24908,NA,NA,-11.0811111111111
"6229",24912,NA,NA,-11.08
"6230",24916,NA,NA,-11.0788888888889
"6231",24920,NA,NA,-11.0777777777778
"6232",24924,NA,NA,-11.0766666666667
"6233",24928,NA,NA,-11.0755555555556
"6234",24932,NA,NA,-11.0744444444444
"6235",24936,NA,NA,-11.0733333333333
"6236",24940,NA,NA,-11.0722222222222
"6237",24944,NA,NA,-11.0711111111111
"6238",24948,NA,NA,-11.07
"6239",24952,NA,NA,-11.0688888888889
"6240",24956,NA,NA,-11.0677777777778
"6241",24960,NA,NA,-11.0666666666667
"6242",24964,NA,NA,-11.0655555555556
"6243",24968,NA,NA,-11.0644444444444
"6244",24972,NA,NA,-11.0633333333333
"6245",24976,NA,NA,-11.0622222222222
"6246",24980,NA,NA,-11.0611111111111
"6247",24984,NA,NA,-11.06
"6248",24988,NA,NA,-11.0588888888889
"6249",24992,NA,NA,-11.0577777777778
"6250",24996,NA,NA,-11.0566666666667
"6251",25000,NA,NA,-11.0555555555556
"6252",25004,NA,NA,-11.0544444444444
"6253",25008,NA,NA,-11.0533333333333
"6254",25012,NA,NA,-11.0522222222222
"6255",25016,NA,NA,-11.0511111111111
"6256",25020,NA,NA,-11.05
"6257",25024,NA,NA,-11.0488888888889
"6258",25028,NA,NA,-11.0477777777778
"6259",25032,NA,NA,-11.0466666666667
"6260",25036,NA,NA,-11.0455555555556
"6261",25040,NA,NA,-11.0444444444444
"6262",25044,NA,NA,-11.0433333333333
"6263",25048,NA,NA,-11.0422222222222
"6264",25052,NA,NA,-11.0411111111111
"6265",25056,NA,NA,-11.04
"6266",25060,NA,NA,-11.0388888888889
"6267",25064,NA,NA,-11.0377777777778
"6268",25068,NA,NA,-11.0366666666667
"6269",25072,NA,NA,-11.0355555555556
"6270",25076,NA,NA,-11.0344444444444
"6271",25080,NA,NA,-11.0333333333333
"6272",25084,NA,NA,-11.0322222222222
"6273",25088,NA,NA,-11.0311111111111
"6274",25092,NA,NA,-11.03
"6275",25096,NA,NA,-11.0288888888889
"6276",25100,NA,NA,-11.0277777777778
"6277",25104,NA,NA,-11.0266666666667
"6278",25108,NA,NA,-11.0255555555556
"6279",25112,NA,NA,-11.0244444444444
"6280",25116,NA,NA,-11.0233333333333
"6281",25120,NA,1750,-11.0222222222222
"6282",25124,NA,1780,-11.0211111111111
"6283",25128,NA,1810,-11.02
"6284",25132,NA,1810,-11.0188888888889
"6285",25136,NA,1780,-11.0177777777778
"6286",25140,NA,1780,-11.0166666666667
"6287",25144,NA,1750,-11.0155555555556
"6288",25148,NA,NA,-11.0144444444444
"6289",25152,NA,NA,-11.0133333333333
"6290",25156,NA,NA,-11.0122222222222
"6291",25160,NA,NA,-11.0111111111111
"6292",25164,NA,NA,-11.01
"6293",25168,NA,NA,-11.0088888888889
"6294",25172,NA,NA,-11.0077777777778
"6295",25176,NA,NA,-11.0066666666667
"6296",25180,NA,NA,-11.0055555555556
"6297",25184,NA,1750,-11.0044444444444
"6298",25188,NA,1780,-11.0033333333333
"6299",25192,NA,1810,-11.0022222222222
"6300",25196,NA,1840,-11.0011111111111
"6301",25200,NA,1870,-11
"6302",25204,NA,1870,-10.9988888888889
"6303",25208,NA,1870,-10.9977777777778
"6304",25212,NA,1840,-10.9966666666667
"6305",25216,NA,1810,-10.9955555555556
"6306",25220,NA,1780,-10.9944444444444
"6307",25224,NA,1750,-10.9933333333333
"6308",25228,NA,1720,-10.9922222222222
"6309",25232,NA,1690,-10.9911111111111
"6310",25236,NA,NA,-10.99
"6311",25240,NA,NA,-10.9888888888889
"6312",25244,NA,NA,-10.9877777777778
"6313",25248,NA,NA,-10.9866666666667
"6314",25252,NA,NA,-10.9855555555556
"6315",25256,NA,NA,-10.9844444444444
"6316",25260,NA,NA,-10.9833333333333
"6317",25264,NA,NA,-10.9822222222222
"6318",25268,NA,NA,-10.9811111111111
"6319",25272,NA,NA,-10.98
"6320",25276,NA,NA,-10.9788888888889
"6321",25280,NA,NA,-10.9777777777778
"6322",25284,NA,NA,-10.9766666666667
"6323",25288,NA,NA,-10.9755555555556
"6324",25292,NA,NA,-10.9744444444444
"6325",25296,NA,NA,-10.9733333333333
"6326",25300,NA,NA,-10.9722222222222
"6327",25304,NA,NA,-10.9711111111111
"6328",25308,NA,NA,-10.97
"6329",25312,NA,NA,-10.9688888888889
"6330",25316,NA,NA,-10.9677777777778
"6331",25320,NA,NA,-10.9666666666667
"6332",25324,NA,NA,-10.9655555555556
"6333",25328,NA,NA,-10.9644444444444
"6334",25332,NA,NA,-10.9633333333333
"6335",25336,NA,NA,-10.9622222222222
"6336",25340,NA,NA,-10.9611111111111
"6337",25344,NA,NA,-10.96
"6338",25348,NA,NA,-10.9588888888889
"6339",25352,NA,NA,-10.9577777777778
"6340",25356,NA,NA,-10.9566666666667
"6341",25360,NA,NA,-10.9555555555556
"6342",25364,NA,NA,-10.9544444444444
"6343",25368,NA,NA,-10.9533333333333
"6344",25372,NA,NA,-10.9522222222222
"6345",25376,NA,NA,-10.9511111111111
"6346",25380,NA,NA,-10.95
"6347",25384,NA,NA,-10.9488888888889
"6348",25388,NA,NA,-10.9477777777778
"6349",25392,NA,NA,-10.9466666666667
"6350",25396,NA,NA,-10.9455555555556
"6351",25400,NA,1270,-10.9444444444444
"6352",25404,NA,1300,-10.9433333333333
"6353",25408,NA,1390,-10.9422222222222
"6354",25412,NA,1450,-10.9411111111111
"6355",25416,NA,1450,-10.94
"6356",25420,NA,1450,-10.9388888888889
"6357",25424,NA,1450,-10.9377777777778
"6358",25428,NA,1510,-10.9366666666667
"6359",25432,NA,1540,-10.9355555555556
"6360",25436,NA,1570,-10.9344444444444
"6361",25440,NA,1570,-10.9333333333333
"6362",25444,NA,1570,-10.9322222222222
"6363",25448,NA,1570,-10.9311111111111
"6364",25452,NA,1570,-10.93
"6365",25456,NA,1600,-10.9288888888889
"6366",25460,NA,1630,-10.9277777777778
"6367",25464,NA,1690,-10.9266666666667
"6368",25468,NA,1780,-10.9255555555556
"6369",25472,6.83170700073242,1810,-10.9244444444444
"6370",25476,6.83170700073242,1870,-10.9233333333333
"6371",25480,6.83170700073242,1900,-10.9222222222222
"6372",25484,6.83170700073242,1900,-10.9211111111111
"6373",25488,6.83170700073242,1930,-10.92
"6374",25492,4.52160549163818,1930,-10.9188888888889
"6375",25496,4.52160549163818,1900,-10.9177777777778
"6376",25500,4.52160549163818,1900,-10.9166666666667
"6377",25504,4.52160549163818,1900,-10.9155555555556
"6378",25508,4.52160549163818,1870,-10.9144444444444
"6379",25512,NA,1870,-10.9133333333333
"6380",25516,NA,1840,-10.9122222222222
"6381",25520,NA,1810,-10.9111111111111
"6382",25524,NA,1810,-10.91
"6383",25528,NA,1780,-10.9088888888889
"6384",25532,NA,1780,-10.9077777777778
"6385",25536,NA,1810,-10.9066666666667
"6386",25540,NA,1810,-10.9055555555556
"6387",25544,NA,1840,-10.9044444444444
"6388",25548,NA,1840,-10.9033333333333
"6389",25552,NA,1840,-10.9022222222222
"6390",25556,NA,1870,-10.9011111111111
"6391",25560,NA,1870,-10.9
"6392",25564,NA,1900,-10.8988888888889
"6393",25568,NA,10360,-10.8977777777778
"6394",25572,NA,10390,-10.8966666666667
"6395",25576,NA,10420,-10.8955555555556
"6396",25580,NA,10420,-10.8944444444444
"6397",25584,NA,10420,-10.8933333333333
"6398",25588,NA,10420,-10.8922222222222
"6399",25592,NA,10420,-10.8911111111111
"6400",25596,NA,10450,-10.89
"6401",25600,NA,10480,-10.8888888888889
"6402",25604,NA,10510,-10.8877777777778
"6403",25608,NA,10540,-10.8866666666667
"6404",25612,NA,10540,-10.8855555555556
"6405",25616,NA,10540,-10.8844444444444
"6406",25620,NA,10540,-10.8833333333333
"6407",25624,NA,10540,-10.8822222222222
"6408",25628,NA,10540,-10.8811111111111
"6409",25632,NA,10540,-10.88
"6410",25636,NA,10540,-10.8788888888889
"6411",25640,NA,10540,-10.8777777777778
"6412",25644,NA,10540,-10.8766666666667
"6413",25648,NA,10540,-10.8755555555556
"6414",25652,NA,10510,-10.8744444444444
"6415",25656,NA,10480,-10.8733333333333
"6416",25660,NA,1600,-10.8722222222222
"6417",25664,NA,1630,-10.8711111111111
"6418",25668,NA,1630,-10.87
"6419",25672,NA,1660,-10.8688888888889
"6420",25676,NA,1690,-10.8677777777778
"6421",25680,NA,1690,-10.8666666666667
"6422",25684,NA,1720,-10.8655555555556
"6423",25688,NA,1720,-10.8644444444444
"6424",25692,NA,1750,-10.8633333333333
"6425",25696,NA,1750,-10.8622222222222
"6426",25700,NA,1750,-10.8611111111111
"6427",25704,NA,1750,-10.86
"6428",25708,NA,1750,-10.8588888888889
"6429",25712,NA,1780,-10.8577777777778
"6430",25716,NA,1780,-10.8566666666667
"6431",25720,NA,1780,-10.8555555555556
"6432",25724,NA,1780,-10.8544444444444
"6433",25728,NA,1810,-10.8533333333333
"6434",25732,2.69992160797119,1810,-10.8522222222222
"6435",25736,2.69992160797119,1840,-10.8511111111111
"6436",25740,2.69992160797119,1840,-10.85
"6437",25744,2.69992160797119,1840,-10.8488888888889
"6438",25748,2.69992160797119,1870,-10.8477777777778
"6439",25752,11.5303745269775,1870,-10.8466666666667
"6440",25756,11.5303745269775,1870,-10.8455555555556
"6441",25760,11.5303745269775,1870,-10.8444444444444
"6442",25764,11.5303745269775,1870,-10.8433333333333
"6443",25768,11.5303745269775,1870,-10.8422222222222
"6444",25772,2.60066032409668,1870,-10.8411111111111
"6445",25776,2.60066032409668,1840,-10.84
"6446",25780,2.60066032409668,1840,-10.8388888888889
"6447",25784,2.60066032409668,1840,-10.8377777777778
"6448",25788,2.60066032409668,1840,-10.8366666666667
"6449",25792,3.13239336013794,1840,-10.8355555555556
"6450",25796,3.13239336013794,1810,-10.8344444444444
"6451",25800,3.13239336013794,1780,-10.8333333333333
"6452",25804,3.13239336013794,1750,-10.8322222222222
"6453",25808,3.13239336013794,1690,-10.8311111111111
"6454",25812,NA,1660,-10.83
"6455",25816,NA,1600,-10.8288888888889
"6456",25820,NA,1510,-10.8277777777778
"6457",25824,NA,1420,-10.8266666666667
"6458",25828,NA,1420,-10.8255555555556
"6459",25832,32.0860710144043,1420,-10.8244444444444
"6460",25836,32.0860710144043,1450,-10.8233333333333
"6461",25840,32.0860710144043,1480,-10.8222222222222
"6462",25844,32.0860710144043,1510,-10.8211111111111
"6463",25848,32.0860710144043,1570,-10.82
"6464",25852,95.9495086669922,1600,-10.8188888888889
"6465",25856,95.9495086669922,1600,-10.8177777777778
"6466",25860,95.9495086669922,1630,-10.8166666666667
"6467",25864,95.9495086669922,1630,-10.8155555555556
"6468",25868,95.9495086669922,1660,-10.8144444444444
"6469",25872,103.142951965332,1660,-10.8133333333333
"6470",25876,103.142951965332,1660,-10.8122222222222
"6471",25880,103.142951965332,1690,-10.8111111111111
"6472",25884,103.142951965332,1690,-10.81
"6473",25888,103.142951965332,1660,-10.8088888888889
"6474",25892,22.5206394195557,1660,-10.8077777777778
"6475",25896,22.5206394195557,1660,-10.8066666666667
"6476",25900,22.5206394195557,1660,-10.8055555555556
"6477",25904,22.5206394195557,1690,-10.8044444444444
"6478",25908,22.5206394195557,1720,-10.8033333333333
"6479",25912,75.0837326049805,1750,-10.8022222222222
"6480",25916,75.0837326049805,1810,-10.8011111111111
"6481",25920,75.0837326049805,1840,-10.8
"6482",25924,75.0837326049805,1870,-10.7988888888889
"6483",25928,75.0837326049805,1900,-10.7977777777778
"6484",25932,45.7420310974121,1930,-10.7966666666667
"6485",25936,45.7420310974121,1930,-10.7955555555556
"6486",25940,45.7420310974121,1930,-10.7944444444444
"6487",25944,45.7420310974121,1930,-10.7933333333333
"6488",25948,45.7420310974121,1900,-10.7922222222222
"6489",25952,NA,1870,-10.7911111111111
"6490",25956,NA,1810,-10.79
"6491",25960,NA,3310,-10.7888888888889
"6492",25964,NA,3340,-10.7877777777778
"6493",25968,NA,3370,-10.7866666666667
"6494",25972,NA,3370,-10.7855555555556
"6495",25976,NA,3370,-10.7844444444444
"6496",25980,NA,3370,-10.7833333333333
"6497",25984,NA,3400,-10.7822222222222
"6498",25988,NA,3400,-10.7811111111111
"6499",25992,NA,3400,-10.78
"6500",25996,NA,3430,-10.7788888888889
"6501",26000,NA,3430,-10.7777777777778
"6502",26004,NA,3430,-10.7766666666667
"6503",26008,NA,3430,-10.7755555555556
"6504",26012,NA,3430,-10.7744444444444
"6505",26016,NA,3430,-10.7733333333333
"6506",26020,NA,3430,-10.7722222222222
"6507",26024,NA,3460,-10.7711111111111
"6508",26028,NA,3460,-10.77
"6509",26032,NA,3460,-10.7688888888889
"6510",26036,NA,3460,-10.7677777777778
"6511",26040,NA,3460,-10.7666666666667
"6512",26044,NA,3490,-10.7655555555556
"6513",26048,NA,3550,-10.7644444444444
"6514",26052,NA,3580,-10.7633333333333
"6515",26056,NA,3610,-10.7622222222222
"6516",26060,NA,3610,-10.7611111111111
"6517",26064,NA,3610,-10.76
"6518",26068,NA,3610,-10.7588888888889
"6519",26072,NA,3610,-10.7577777777778
"6520",26076,NA,3610,-10.7566666666667
"6521",26080,NA,3610,-10.7555555555556
"6522",26084,NA,3640,-10.7544444444444
"6523",26088,NA,3640,-10.7533333333333
"6524",26092,NA,3640,-10.7522222222222
"6525",26096,NA,3640,-10.7511111111111
"6526",26100,NA,3640,-10.75
"6527",26104,NA,3640,-10.7488888888889
"6528",26108,NA,3640,-10.7477777777778
"6529",26112,NA,3640,-10.7466666666667
"6530",26116,NA,3640,-10.7455555555556
"6531",26120,NA,3640,-10.7444444444444
"6532",26124,NA,3640,-10.7433333333333
"6533",26128,NA,3640,-10.7422222222222
"6534",26132,NA,3640,-10.7411111111111
"6535",26136,NA,3640,-10.74
"6536",26140,NA,3640,-10.7388888888889
"6537",26144,NA,3640,-10.7377777777778
"6538",26148,NA,3640,-10.7366666666667
"6539",26152,NA,3640,-10.7355555555556
"6540",26156,NA,3640,-10.7344444444444
"6541",26160,NA,3640,-10.7333333333333
"6542",26164,NA,3640,-10.7322222222222
"6543",26168,NA,3640,-10.7311111111111
"6544",26172,NA,3640,-10.73
"6545",26176,NA,3640,-10.7288888888889
"6546",26180,NA,3640,-10.7277777777778
"6547",26184,NA,3640,-10.7266666666667
"6548",26188,NA,3640,-10.7255555555556
"6549",26192,NA,3640,-10.7244444444444
"6550",26196,NA,3640,-10.7233333333333
"6551",26200,NA,3640,-10.7222222222222
"6552",26204,NA,3640,-10.7211111111111
"6553",26208,NA,3640,-10.72
"6554",26212,NA,3640,-10.7188888888889
"6555",26216,NA,3640,-10.7177777777778
"6556",26220,NA,3640,-10.7166666666667
"6557",26224,NA,3610,-10.7155555555556
"6558",26228,NA,3610,-10.7144444444444
"6559",26232,NA,3610,-10.7133333333333
"6560",26236,NA,3610,-10.7122222222222
