"","time","lwp","trel"
"3960",81640,164.966339111328,4.67777777777778
"3961",81660,164.966339111328,4.68333333333333
"3962",81680,164.899215698242,4.68888888888889
"3963",81700,166.178024291992,4.69444444444444
"3964",81720,164.647079467773,4.7
"3965",81740,164.647079467773,4.70555555555556
"3966",81760,166.000030517578,4.71111111111111
"3967",81780,164.563034057617,4.71666666666667
"3968",81800,164.563034057617,4.72222222222222
"3969",81820,165.898330688477,4.72777777777778
"3970",81840,165.84748840332,4.73333333333333
"3971",81860,164.41178894043,4.73888888888889
"3972",81880,164.41178894043,4.74444444444444
"3973",81900,165.788146972656,4.75
"3974",81920,164.369766235352,4.75555555555556
"3975",81940,164.369750976562,4.76111111111111
"3976",81960,165.694915771484,4.76666666666667
"3977",81980,165.686447143555,4.77222222222222
"3978",82000,164.042007446289,4.77777777777778
"3979",82020,164.042007446289,4.78333333333333
"3980",82040,165.330490112305,4.78888888888889
"3981",82060,163.445358276367,4.79444444444444
"3982",82080,163.445358276367,4.8
"3983",82100,164.076263427734,4.80555555555556
"3984",82120,162.386520385742,4.81111111111111
"3985",82140,162.126007080078,4.81666666666667
"3986",82160,162.126007080078,4.82222222222222
"3987",82180,163.449081420898,4.82777777777778
"3988",82200,162.008346557617,4.83333333333333
"3989",82220,162.008361816406,4.83888888888889
"3990",82240,163.372833251953,4.84444444444444
"3991",82260,161.957931518555,4.85
"3992",82280,161.949523925781,4.85555555555556
"3993",82300,161.949508666992,4.86111111111111
"3994",82320,163.271133422852,4.86666666666667
"3995",82340,161.882278442383,4.87222222222222
"3996",82360,161.882308959961,4.87777777777778
"3997",82380,163.203323364258,4.88333333333333
"3998",82400,161.857070922852,4.88888888888889
"3999",82420,161.857086181641,4.89444444444444
"4000",82440,161.865463256836,4.9
"4001",82460,163.254180908203,4.90555555555556
"4002",82480,161.907485961914,4.91111111111111
"4003",82500,161.907501220703,4.91666666666667
"4004",82520,163.237228393555,4.92222222222222
"4005",82540,161.89909362793,4.92777777777778
"4006",82560,161.899108886719,4.93333333333333
"4007",82580,161.907485961914,4.93888888888889
"4008",82600,163.228729248047,4.94444444444444
"4009",82620,161.865478515625,4.95
"4010",82640,161.865478515625,4.95555555555556
"4011",82660,163.16943359375,4.96111111111111
"4012",82680,161.798263549805,4.96666666666667
"4013",82700,161.798248291016,4.97222222222222
"4014",82720,161.906707763672,4.97777777777778
"4015",82740,158.076187133789,4.98333333333333
"4016",82760,153.15119934082,4.98888888888889
"4017",82780,153.151214599609,4.99444444444444
"4018",82800,143.101623535156,5
"4019",82840,126.932708740234,5.01111111111111
"4020",82860,85.0423355102539,5.01666666666667
"4021",82880,66.2881622314453,5.02222222222222
"4022",82900,50.5882530212402,5.02777777777778
