"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"44",71.4923005346218,12.8671839988759,0.360199418363108,2826.56834233486,-20.9557729531024,34.0537466422462,82.4658268154069,-2,-5.58333333333333,80.0035812214375,-27.6300021350384,-12.5500024721026,0,22.1649995045736,1.40686233337221,65.7735349988348,1900,3800,0.228933435571622,0.491407857352797,0,"MODIS"
"45",70.970939483156,13.4057494847332,0.314823107926556,2860.41200179131,-20.6950403554306,29.2621489205034,55.7584935130638,-1,-4.58333333333333,79.7855306762203,-27.6300021350384,-12.2000024799257,0,10.5399997644126,1.16889391923399,62.4967430419433,1900,3800,0.151315789473684,0.513888888888889,0,"MODIS"
"46",70.4925465628161,13.9009382090867,0.212410501193317,2504.29594272076,-17.9435823038142,18.0385437495517,64.588020592801,0,-3.58333333333333,79.6674383452665,-25.6800021786242,-8.35000256597993,0,0.989999977871775,1.07637835027998,62.0689570630395,1450,3550,0.130352888624181,0.355962829117192,0,"MODIS"
"47",70.0546507308832,14.4032794803266,0.0367647058823529,2427.57352941176,-17.1303700167823,2.58338229519808,NA,1,-2.58333333333333,79.6698529411765,-25.3300021864474,-7.9700025744736,0,0,NA,NA,1200,3550,0,0.0833333333333333,0,"MODIS"
"48",69.6540263288303,14.9247619849997,0,NA,NA,NA,NA,2,-1.58333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"49",69.3116638552973,15.4195640500982,0,NA,NA,NA,NA,3,-0.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"50",71.1778451438049,13.197928464638,0,2889.26237161531,-21.1430461642537,0,NA,-3,-5,86.6317366946779,-27.5500021368265,-12.4300024747848,0,0,NA,NA,1900,3800,0,0,0,"MODIS"
"51",70.6812715582475,13.6966989128666,0,2554.91803278689,-18.5152482404083,0,NA,-2,-4,86.8845901639344,-28.8000021088868,-7.9700025744736,0,0,NA,NA,1200,4050,0,0,0,"MODIS"
"52",70.2283315692121,14.1868732237949,0,NA,NA,NA,NA,-1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"53",69.8114975572226,14.7062482394711,0,NA,NA,NA,NA,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"54",70.4170565646436,13.9826339275748,0,2901.24466571835,-20.3449145418739,0,NA,-3,-3.41666666666667,94.5421789473684,-29.8700020849705,-8.96000255234537,0,0,NA,NA,1450,4050,0,0,0,"MODIS"
"55",69.9851783955516,14.4898419829394,0,2827.47459540836,-19.3631694873567,0,NA,-2,-2.41666666666667,94.7452454780362,-28.2700021207332,-7.72000258006153,0,0,NA,NA,1450,4050,0,0,0,"MODIS"
"56",69.5910378374734,15.0121674832111,0,2748.96331738437,-18.7794706524979,0,NA,-1,-1.41666666666667,94.9554776579353,-28.6875021114014,-6.80000260062513,0,0,NA,NA,1250,4050,0,0,0,"MODIS"
"57",69.2629027537838,15.4951171786415,0,2912.02140798683,-22.1650939523407,0,NA,0,-0.416666666666667,95.1521987230646,-32.3400020297616,-10.0900025270879,0,0,NA,NA,1450,4100,0,0,0,"MODIS"
"58",69.7170148201872,14.8373564867883,0,2854.23923006416,-18.2941175284062,0,NA,-3,-1.75,102.842224184783,-31.5000020485371,-6.6500026039779,0,0,NA,NA,1000,4300,0,0,0,"MODIS"
"59",69.3604249568109,15.3440109215548,0,2967.16473945037,-21.4951534635854,0,NA,-2,-0.75,103.162721666438,-35.4300019606948,-8.0800025720149,0,0,NA,NA,1250,4350,0,0,0,"MODIS"
"60",69.1897611015135,15.6084468714566,0,3394.59576682859,-26.4014825067858,0,NA,-3,-0.166666666666667,109.71417116813,-35.7300019539892,-18.9300023294985,0,0,NA,NA,2400,4350,0,0,0,"MODIS"
"61",81.1985036080171,1.86022583182196,0,NA,NA,NA,NA,-3,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"62",80.4757135696672,3.08405611705716,0,NA,NA,NA,NA,-2,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
"63",80.0040149878384,3.66098099448248,0,17.4548581255374,-30.3636822115116,0,NA,-3,-19.3333333333333,101.681857265692,-30.6100020684302,-29.4200020950287,0,0,NA,NA,0,0,0,0,0,"MODIS"
"64",79.3099156405453,4.38422948384945,0,1584.96884735203,-29.0577669006333,0,NA,-2,-18.3333333333333,102.22890576324,-30.2300020769238,-27.7300021328032,0,0,NA,NA,0,2500,0,0,0,"MODIS"
"65",78.6281045461706,5.01967817631806,0,2681.74463594794,-28.1609553416016,0,NA,-1,-17.3333333333333,102.760467815688,-28.8300021082163,-27.520002137497,0,0,NA,NA,2500,2750,0,0,0,"MODIS"
"66",77.9596301120264,5.68762485663444,0,3084.09234661607,-28.9629654196016,0,NA,0,-16.3333333333333,103.270082226439,-30.1400020789355,-26.3200021643191,0,0,NA,NA,2750,3200,0,0,0,"MODIS"
